AP1,AP2,AP3,AP4,AP5,AP6,AP7,AP8,Class
-64,-65,-60,-58,-55,-52,-55,-65,17
-64,-65,-61,-56,-56,-52,-55,-64,17
-63,-64,-62,-55,-55,-53,-55,-65,17
-60,-66,-63,-59,-55,-52,-55,-64,17
-63,-65,-63,-56,-56,-51,-60,-64,17
-64,-67,-65,-56,-55,-52,-56,-62,17
-64,-65,-63,-65,-55,-51,-55,-64,17
-62,-66,-63,-55,-54,-50,-54,-63,17
-64,-63,-63,-56,-55,-51,-55,-65,17
-64,-66,-60,-52,-55,-50,-54,-64,17
-64,-68,-63,-56,-55,-52,-54,-62,17
-65,-59,-56,-64,-54,-63,-57,-68,17
-62,-62,-55,-61,-55,-58,-55,-69,17
-62,-61,-56,-65,-54,-63,-56,-70,17
-70,-59,-55,-61,-58,-73,-58,-74,18
-70,-60,-55,-64,-62,-75,-58,-68,18
-70,-58,-66,-65,-65,-74,-57,-73,18
-67,-59,-56,-60,-65,-69,-59,-71,18
-68,-59,-56,-62,-60,-78,-60,-68,18
-66,-60,-57,-59,-63,-68,-58,-68,18
-63,-59,-56,-60,-67,-76,-57,-66,18
-66,-61,-56,-65,-63,-74,-56,-67,18
-67,-59,-56,-62,-64,-71,-59,-71,18
-70,-65,-59,-60,-58,-58,-66,-69,18
-72,-64,-61,-60,-56,-60,-67,-69,18
-73,-65,-62,-60,-57,-59,-67,-68,18
-70,-63,-62,-60,-60,-62,-65,-68,18
-71,-64,-57,-59,-58,-62,-64,-66,18
-70,-65,-62,-60,-58,-65,-65,-66,18
-75,-63,-63,-61,-57,-63,-66,-68,18
-71,-64,-61,-62,-58,-59,-66,-66,18
-71,-63,-66,-61,-56,-66,-66,-71,18
-73,-64,-63,-58,-58,-66,-65,-66,18
-74,-74,-65,-55,-51,-55,-68,-60,18
-72,-78,-66,-55,-51,-61,-74,-60,18
-69,-76,-71,-57,-48,-56,-64,-58,18
-69,-74,-70,-59,-52,-55,-61,-58,18
-71,-80,-71,-56,-49,-53,-63,-58,18
-70,-78,-67,-59,-52,-53,-63,-58,18
-71,-81,-66,-58,-51,-53,-63,-56,18
-66,-78,-67,-57,-50,-54,-64,-57,18
-71,-80,-66,-57,-51,-54,-64,-58,18
-66,-83,-65,-60,-52,-54,-64,-58,18
-70,-79,-67,-58,-52,-55,-66,-55,18
-71,-79,-67,-64,-51,-53,-63,-59,18
-70,-76,-70,-56,-52,-54,-65,-58,18
-71,-76,-69,-54,-51,-55,-63,-61,18
-70,-73,-66,-53,-53,-56,-59,-59,18
-69,-73,-67,-53,-52,-56,-64,-57,18
-71,-76,-70,-52,-50,-57,-60,-59,18
-74,-74,-61,-55,-52,-55,-64,-64,18
-67,-72,-63,-54,-52,-55,-66,-59,18
-70,-74,-65,-56,-48,-57,-64,-60,18
-65,-65,-73,-55,-60,-60,-61,-63,18
-65,-64,-73,-52,-62,-59,-60,-63,18
-61,-64,-72,-53,-65,-58,-58,-64,18
-61,-66,-79,-55,-66,-59,-61,-61,18
-63,-64,-71,-56,-64,-58,-65,-62,18
-62,-68,-74,-57,-60,-60,-78,-65,18
-64,-66,-70,-57,-60,-62,-66,-65,18
-62,-66,-69,-53,-60,-60,-66,-63,18
-58,-67,-69,-53,-63,-58,-68,-63,18
-61,-68,-67,-54,-61,-59,-66,-68,18
-60,-70,-66,-56,-60,-57,-67,-67,18
-64,-62,-57,-53,-55,-58,-59,-55,19
-64,-63,-56,-53,-59,-55,-59,-56,19
-61,-66,-56,-51,-57,-58,-59,-56,19
-64,-63,-55,-53,-57,-58,-57,-54,19
-64,-62,-56,-54,-57,-58,-58,-55,19
-64,-66,-57,-53,-57,-58,-58,-55,19
-64,-64,-54,-53,-58,-57,-60,-56,19
-62,-65,-56,-54,-58,-56,-59,-55,19
-66,-66,-56,-54,-60,-56,-60,-56,19
-68,-64,-57,-54,-59,-56,-59,-55,19
-67,-72,-57,-54,-59,-61,-60,-55,19
-60,-64,-56,-51,-60,-49,-65,-64,19
-61,-68,-56,-52,-62,-47,-66,-64,19
-62,-69,-55,-53,-60,-47,-67,-64,19
-62,-71,-57,-51,-63,-47,-65,-63,19
-63,-71,-56,-52,-63,-46,-64,-62,19
-62,-69,-56,-52,-62,-47,-65,-63,19
-62,-69,-55,-52,-58,-47,-62,-64,19
-61,-69,-56,-52,-62,-46,-64,-64,19
-61,-70,-56,-53,-63,-46,-64,-60,19
-62,-70,-56,-53,-63,-47,-63,-63,19
-61,-62,-57,-51,-66,-47,-67,-63,19
-77,-68,-66,-56,-58,-57,-60,-62,19
-71,-78,-66,-55,-56,-59,-60,-65,19
-75,-76,-66,-55,-58,-58,-62,-60,19
-76,-74,-68,-57,-58,-60,-60,-60,19
-74,-72,-67,-56,-57,-59,-63,-59,19
-74,-74,-66,-56,-57,-59,-63,-62,19
-72,-72,-65,-54,-58,-60,-63,-63,19
-76,-74,-65,-55,-55,-61,-62,-63,19
-76,-74,-66,-53,-56,-60,-65,-62,19
-72,-77,-66,-55,-57,-60,-63,-62,19
-78,-74,-66,-54,-56,-58,-63,-63,19
-75,-73,-67,-56,-53,-57,-62,-62,19
-74,-74,-66,-54,-55,-57,-61,-62,19
-72,-75,-65,-56,-56,-58,-61,-61,19
-73,-74,-68,-56,-54,-59,-62,-62,19
-75,-74,-67,-56,-54,-58,-56,-60,19
-74,-80,-66,-65,-55,-56,-63,-60,19
-67,-61,-74,-52,-60,-47,-67,-63,19
-67,-62,-67,-52,-62,-48,-65,-62,19
-67,-68,-66,-52,-61,-48,-65,-64,19
-67,-65,-66,-53,-62,-48,-67,-66,19
-66,-61,-68,-53,-60,-47,-67,-68,19
-71,-60,-77,-53,-64,-48,-67,-65,19
-67,-62,-66,-52,-62,-47,-66,-64,19
-69,-64,-67,-53,-63,-49,-66,-63,19
-69,-59,-66,-53,-65,-47,-65,-66,19
-67,-59,-67,-53,-64,-49,-66,-66,19
-67,-62,-66,-53,-63,-48,-67,-65,19
-61,-62,-62,-65,-49,-62,-57,-53,20
-63,-66,-63,-64,-50,-62,-57,-54,20
-64,-66,-65,-64,-52,-71,-57,-55,20
-63,-68,-65,-57,-51,-72,-57,-54,20
-71,-63,-69,-58,-67,-64,-62,-54,20
-71,-64,-67,-57,-68,-56,-59,-52,20
-81,-63,-70,-57,-65,-57,-60,-52,20
-70,-65,-74,-59,-66,-57,-58,-52,20
-69,-67,-68,-59,-72,-56,-59,-52,20
-69,-65,-68,-57,-62,-60,-60,-53,20
-67,-65,-66,-61,-55,-63,-58,-53,20
-70,-70,-67,-57,-67,-55,-58,-54,20
-70,-66,-67,-54,-67,-58,-58,-51,20
-71,-71,-67,-56,-63,-62,-59,-53,20
-69,-69,-66,-56,-56,-59,-59,-53,20
-69,-71,-72,-59,-63,-61,-59,-53,20
-67,-70,-69,-63,-62,-66,-60,-50,20
-68,-64,-65,-62,-51,-60,-72,-57,20
-70,-67,-63,-61,-52,-55,-65,-59,20
-68,-67,-66,-58,-51,-56,-66,-58,20
-69,-65,-62,-59,-54,-58,-67,-58,20
-70,-66,-67,-60,-56,-56,-66,-59,20
-71,-65,-62,-61,-56,-56,-67,-59,20
-68,-66,-64,-60,-49,-59,-68,-57,20
-69,-64,-64,-60,-54,-52,-68,-53,20
-70,-63,-63,-63,-55,-56,-71,-61,20
-71,-67,-66,-62,-52,-57,-70,-58,20
-63,-64,-64,-60,-53,-59,-69,-57,20
-67,-65,-66,-64,-49,-59,-68,-54,20
-64,-63,-64,-61,-53,-57,-69,-58,20
-69,-65,-62,-61,-48,-55,-69,-55,20
-71,-67,-65,-62,-49,-56,-69,-58,20
-65,-65,-70,-59,-50,-62,-66,-60,20
-64,-63,-73,-57,-51,-69,-67,-65,20
-63,-63,-69,-55,-54,-67,-71,-63,20
-66,-64,-71,-55,-52,-67,-72,-63,20
-65,-64,-72,-56,-51,-65,-67,-63,20
-65,-70,-71,-55,-52,-65,-69,-59,20
-63,-63,-67,-58,-56,-64,-70,-61,20
-64,-64,-69,-57,-53,-65,-67,-62,20
-64,-63,-66,-57,-54,-65,-70,-57,20
-65,-62,-68,-56,-50,-68,-69,-64,20
-66,-64,-68,-57,-51,-66,-69,-63,20
-65,-63,-70,-56,-53,-66,-69,-61,20
-65,-64,-68,-57,-50,-57,-68,-63,20
-64,-64,-70,-54,-49,-62,-67,-62,20
-64,-65,-64,-56,-50,-62,-67,-61,20
-65,-64,-69,-57,-50,-59,-64,-61,20
-70,-62,-47,-55,-68,-58,-66,-63,20
-69,-63,-44,-53,-75,-62,-70,-62,20
-70,-63,-45,-55,-65,-58,-68,-63,21
-69,-64,-47,-55,-68,-58,-75,-62,21
-70,-64,-45,-56,-68,-59,-67,-61,21
-71,-63,-44,-55,-68,-58,-66,-63,21
-73,-65,-45,-56,-68,-58,-68,-62,21
-70,-63,-48,-55,-64,-59,-67,-64,21
-69,-62,-44,-65,-64,-60,-68,-63,21
-69,-62,-43,-56,-66,-59,-71,-62,21
-67,-61,-46,-57,-67,-59,-71,-61,21
-67,-67,-46,-59,-61,-56,-64,-66,21
-67,-64,-46,-60,-59,-56,-62,-65,21
-66,-62,-46,-60,-56,-54,-61,-67,21
-68,-60,-47,-59,-58,-54,-64,-67,21
-67,-64,-47,-61,-58,-52,-64,-65,21
-67,-63,-47,-60,-57,-56,-63,-66,21
-67,-64,-47,-57,-59,-56,-65,-65,21
-67,-64,-48,-61,-60,-56,-62,-64,21
-67,-63,-47,-62,-58,-56,-61,-65,21
-63,-64,-47,-59,-58,-57,-64,-65,21
-66,-64,-47,-59,-59,-56,-63,-64,21
-67,-67,-58,-51,-65,-52,-57,-68,21
-67,-65,-55,-52,-62,-51,-59,-66,21
-66,-67,-55,-51,-65,-50,-59,-67,21
-69,-68,-59,-50,-62,-50,-58,-68,21
-68,-69,-55,-51,-60,-50,-58,-68,21
-62,-67,-57,-50,-59,-50,-57,-68,21
-67,-68,-52,-51,-63,-49,-58,-67,21
-67,-69,-53,-50,-62,-50,-57,-68,21
-66,-67,-54,-50,-66,-51,-58,-68,21
-67,-68,-55,-51,-64,-50,-59,-69,21
-65,-67,-54,-50,-65,-50,-59,-67,21
-65,-68,-55,-50,-66,-50,-57,-68,21
-69,-68,-53,-51,-65,-50,-55,-67,21
-65,-69,-53,-51,-65,-51,-59,-70,21
-67,-70,-58,-51,-66,-50,-59,-68,21
-67,-68,-55,-50,-64,-50,-58,-68,21
-68,-70,-56,-47,-65,-51,-58,-69,21
-76,-71,-55,-53,-63,-56,-68,-63,21
-77,-64,-52,-60,-67,-55,-69,-63,21
-77,-67,-53,-62,-59,-54,-69,-62,21
-75,-68,-52,-60,-61,-56,-72,-57,21
-76,-70,-56,-61,-62,-53,-69,-62,21
-76,-69,-56,-60,-61,-55,-68,-61,21
-74,-69,-55,-64,-62,-55,-78,-57,21
-75,-68,-54,-60,-60,-55,-70,-59,21
-75,-71,-56,-61,-62,-54,-67,-58,21
-76,-67,-54,-60,-58,-55,-70,-59,21
-75,-68,-54,-61,-63,-54,-71,-61,21
-76,-69,-56,-61,-63,-55,-70,-60,21
-77,-69,-56,-58,-62,-55,-71,-61,21
-68,-70,-54,-54,-55,-53,-62,-76,22
-69,-65,-53,-51,-54,-51,-62,-76,22
-69,-68,-52,-52,-54,-55,-59,-67,22
-68,-68,-52,-54,-57,-53,-62,-68,22
-67,-68,-54,-55,-57,-53,-60,-67,22
-70,-63,-52,-59,-57,-55,-60,-67,22
-64,-63,-51,-57,-57,-55,-58,-67,22
-65,-65,-54,-56,-57,-53,-58,-65,22
-65,-64,-52,-53,-55,-53,-57,-63,22
-65,-62,-65,-61,-55,-59,-59,-67,22
-60,-64,-57,-59,-56,-57,-57,-66,22
-62,-62,-61,-61,-57,-59,-60,-71,22
-63,-58,-65,-56,-57,-57,-59,-77,22
-63,-61,-65,-54,-53,-59,-60,-69,22
-64,-62,-65,-56,-57,-59,-54,-71,22
-64,-59,-58,-56,-57,-59,-59,-71,22
-62,-60,-58,-58,-58,-55,-57,-71,22
-63,-63,-67,-60,-56,-56,-59,-67,22
-63,-64,-59,-60,-56,-57,-58,-67,22
-62,-64,-63,-58,-56,-57,-59,-68,22
-65,-63,-61,-53,-55,-57,-57,-70,22
-80,-64,-63,-49,-52,-53,-61,-66,22
-81,-66,-61,-52,-52,-52,-65,-67,22
-78,-67,-60,-53,-51,-51,-61,-66,22
-73,-64,-61,-53,-51,-52,-64,-65,22
-74,-67,-64,-53,-52,-51,-63,-66,22
-72,-66,-63,-51,-52,-52,-62,-66,22
-69,-66,-60,-52,-55,-53,-57,-66,22
-78,-68,-60,-51,-51,-51,-61,-67,22
-81,-66,-60,-49,-53,-53,-60,-69,22
-78,-70,-61,-49,-52,-53,-61,-68,22
-71,-69,-64,-52,-48,-53,-61,-68,22
-75,-68,-61,-50,-50,-54,-61,-68,22
-80,-67,-64,-51,-52,-53,-62,-67,22
-75,-68,-61,-50,-50,-53,-61,-67,22
-81,-68,-62,-53,-48,-51,-62,-68,22
-70,-64,-62,-53,-52,-51,-61,-66,22
-78,-67,-61,-52,-51,-52,-61,-69,22
-79,-64,-59,-51,-52,-53,-59,-67,22
-73,-68,-63,-52,-52,-54,-61,-66,22
-71,-68,-64,-52,-51,-54,-62,-68,22
-73,-65,-63,-51,-50,-51,-62,-68,22
-66,-60,-57,-54,-55,-55,-65,-70,22
-65,-61,-59,-51,-55,-54,-66,-68,22
-66,-64,-60,-52,-55,-57,-63,-68,22
-65,-63,-62,-49,-62,-53,-66,-69,22
-66,-59,-62,-52,-51,-55,-65,-67,22
-65,-60,-60,-56,-54,-54,-64,-67,22
-67,-57,-61,-53,-57,-52,-65,-69,22
-68,-62,-63,-52,-54,-55,-65,-68,22
-65,-57,-71,-45,-60,-64,-67,-68,23
-65,-57,-71,-45,-63,-65,-65,-68,23
-64,-57,-70,-46,-66,-64,-64,-66,23
-68,-59,-72,-46,-64,-63,-65,-67,23
-60,-57,-69,-45,-65,-64,-67,-64,23
-64,-58,-70,-46,-62,-65,-64,-65,23
-65,-58,-66,-46,-64,-66,-65,-65,23
-65,-57,-66,-45,-65,-60,-66,-66,23
-67,-59,-68,-46,-66,-62,-65,-64,23
-65,-61,-70,-45,-67,-60,-63,-62,23
-63,-59,-57,-41,-57,-55,-59,-74,23
-65,-59,-61,-42,-57,-56,-56,-71,23
-65,-59,-60,-41,-56,-55,-57,-71,23
-65,-57,-58,-42,-58,-57,-57,-69,23
-65,-61,-58,-43,-57,-56,-56,-69,23
-65,-60,-59,-42,-56,-55,-55,-69,23
-64,-61,-58,-40,-57,-54,-58,-70,23
-62,-61,-58,-41,-57,-53,-57,-72,23
-61,-61,-59,-42,-60,-57,-58,-69,23
-66,-61,-58,-40,-60,-54,-59,-75,23
-64,-60,-59,-41,-59,-52,-58,-71,23
-64,-57,-58,-39,-58,-57,-59,-74,23
-63,-58,-58,-42,-59,-57,-59,-70,23
-63,-58,-57,-41,-58,-56,-58,-73,23
-63,-57,-57,-39,-59,-54,-57,-70,23
-61,-58,-57,-41,-57,-56,-57,-70,23
-64,-61,-65,-42,-62,-52,-60,-65,23
-62,-60,-65,-43,-66,-57,-60,-67,23
-62,-59,-68,-42,-64,-56,-61,-66,23
-63,-59,-70,-42,-65,-55,-60,-69,23
-62,-59,-68,-42,-64,-54,-61,-65,23
-66,-58,-71,-41,-61,-55,-58,-65,23
-66,-59,-70,-44,-64,-57,-59,-66,23
-66,-58,-69,-45,-59,-56,-63,-66,23
-66,-59,-71,-44,-64,-56,-63,-66,23
-66,-61,-66,-42,-70,-52,-63,-68,23
-65,-58,-64,-41,-63,-55,-64,-66,23
-64,-59,-66,-42,-66,-52,-63,-66,23
-66,-59,-66,-44,-66,-53,-63,-66,23
-66,-59,-62,-41,-64,-55,-61,-65,23
-65,-59,-66,-40,-64,-52,-61,-65,23
-63,-59,-66,-42,-66,-60,-62,-67,23
-63,-58,-67,-44,-78,-54,-59,-68,23
-66,-59,-67,-42,-66,-55,-63,-66,23
-59,-56,-62,-39,-58,-61,-65,-72,23
-62,-57,-61,-36,-52,-60,-64,-73,23
-63,-56,-63,-38,-52,-62,-65,-73,23
-65,-58,-64,-37,-53,-59,-63,-73,23
-61,-55,-63,-35,-52,-59,-65,-73,23
-63,-56,-65,-36,-54,-59,-64,-76,23
-75,-73,-60,-50,-51,-62,-60,-56,24
-75,-69,-60,-49,-55,-59,-58,-57,24
-77,-69,-60,-49,-52,-63,-59,-56,24
-78,-71,-59,-50,-55,-62,-59,-57,24
-80,-69,-58,-49,-54,-62,-60,-56,24
-81,-67,-59,-49,-54,-56,-60,-56,24
-66,-67,-62,-53,-61,-53,-65,-59,24
-67,-66,-61,-53,-62,-61,-64,-62,24
-67,-65,-59,-52,-58,-58,-61,-61,24
-65,-65,-61,-53,-62,-60,-64,-60,24
-66,-64,-60,-54,-68,-57,-63,-59,24
-68,-62,-57,-54,-71,-60,-66,-59,24
-66,-66,-59,-56,-65,-60,-65,-60,24
-71,-63,-59,-52,-65,-59,-61,-60,24
-66,-65,-59,-54,-67,-59,-63,-61,24
-67,-65,-71,-56,-64,-60,-66,-61,24
-67,-65,-60,-55,-65,-54,-66,-60,24
-69,-63,-64,-53,-67,-57,-65,-60,24
-67,-65,-61,-55,-65,-56,-63,-60,24
-67,-64,-62,-57,-66,-55,-63,-63,24
-67,-64,-62,-55,-65,-54,-64,-60,24
-67,-64,-61,-54,-58,-55,-65,-59,24
-79,-71,-64,-53,-53,-62,-57,-66,24
-74,-73,-63,-54,-53,-61,-56,-67,24
-75,-74,-63,-52,-54,-58,-57,-66,24
-76,-73,-62,-51,-52,-58,-58,-64,24
-77,-72,-66,-53,-53,-58,-60,-67,24
-75,-73,-66,-51,-53,-60,-58,-64,24
-72,-73,-65,-53,-52,-56,-60,-65,24
-78,-74,-66,-54,-53,-60,-62,-65,24
-78,-73,-65,-52,-52,-62,-61,-64,24
-74,-73,-65,-53,-53,-61,-61,-67,24
-76,-70,-65,-52,-54,-60,-58,-67,24
-74,-72,-63,-52,-52,-59,-60,-67,24
-74,-71,-66,-51,-52,-59,-58,-67,24
-79,-72,-64,-51,-51,-62,-59,-68,24
-72,-72,-64,-53,-54,-61,-57,-66,24
-74,-73,-66,-51,-54,-58,-58,-68,24
-78,-73,-68,-54,-51,-61,-58,-65,24
-79,-72,-74,-53,-53,-59,-57,-65,24
-65,-54,-61,-53,-54,-64,-62,-65,24
-66,-55,-61,-52,-53,-59,-64,-72,24
-67,-56,-61,-51,-57,-62,-65,-72,24
-63,-54,-60,-52,-58,-62,-64,-75,24
-64,-54,-61,-54,-56,-58,-62,-73,24
-65,-54,-61,-54,-60,-59,-63,-76,24
-66,-54,-62,-54,-58,-61,-65,-72,24
-65,-54,-61,-53,-58,-61,-64,-71,24
-64,-55,-61,-51,-58,-56,-64,-71,24
-66,-54,-60,-52,-57,-59,-63,-70,24
-64,-66,-64,-58,-44,-63,-64,-59,25
-63,-67,-64,-57,-44,-66,-62,-60,25
-64,-69,-63,-59,-44,-70,-62,-55,25
-61,-67,-63,-59,-45,-67,-60,-55,25
-63,-67,-65,-59,-45,-65,-62,-58,25
-63,-67,-62,-60,-44,-66,-65,-57,25
-63,-68,-63,-59,-45,-66,-63,-55,25
-63,-67,-64,-57,-44,-66,-64,-56,25
-62,-69,-62,-57,-43,-64,-62,-59,25
-62,-66,-64,-60,-45,-67,-63,-59,25
-63,-66,-60,-58,-44,-65,-59,-56,25
-63,-68,-63,-56,-43,-65,-63,-58,25
-62,-65,-59,-65,-44,-65,-64,-65,25
-60,-67,-63,-61,-44,-66,-63,-65,25
-60,-67,-59,-63,-45,-66,-61,-61,25
-60,-65,-60,-66,-44,-66,-64,-61,25
-62,-64,-60,-66,-44,-63,-61,-59,25
-59,-65,-68,-73,-47,-65,-64,-61,25
-58,-63,-61,-70,-49,-67,-65,-59,25
-59,-65,-62,-70,-47,-65,-62,-61,25
-57,-63,-61,-71,-44,-66,-62,-62,25
-70,-75,-65,-74,-45,-66,-63,-65,25
-67,-77,-66,-66,-45,-65,-62,-67,25
-66,-81,-67,-69,-51,-65,-74,-67,25
-67,-79,-66,-69,-49,-65,-76,-68,25
-69,-79,-64,-66,-47,-64,-74,-68,25
-68,-77,-65,-65,-48,-65,-71,-68,25
-67,-73,-65,-64,-51,-64,-72,-68,25
-68,-75,-67,-64,-48,-64,-69,-67,25
-69,-76,-68,-66,-48,-66,-74,-66,25
-66,-74,-64,-66,-45,-65,-71,-62,25
-67,-69,-67,-61,-48,-62,-74,-67,25
-64,-75,-68,-65,-49,-64,-68,-66,25
-68,-74,-66,-63,-49,-65,-67,-64,25
-68,-76,-63,-66,-47,-66,-68,-66,25
-69,-79,-65,-65,-52,-66,-69,-69,25
-68,-80,-65,-65,-46,-60,-70,-69,25
-65,-64,-62,-59,-51,-57,-65,-66,25
-67,-63,-62,-57,-48,-59,-64,-68,25
-64,-63,-60,-64,-46,-59,-64,-66,25
-62,-64,-59,-55,-51,-59,-62,-69,25
-63,-59,-60,-58,-49,-61,-68,-68,25
-63,-64,-58,-58,-53,-56,-67,-67,25
-63,-62,-61,-63,-49,-59,-67,-66,25
-62,-65,-59,-57,-49,-57,-66,-67,25
-65,-64,-59,-58,-48,-57,-66,-71,25
-61,-63,-65,-56,-49,-58,-66,-66,25
-62,-64,-70,-56,-49,-57,-66,-67,25
-63,-63,-67,-58,-46,-56,-70,-69,25
-64,-63,-66,-54,-48,-57,-70,-68,25
